source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,players_remaining,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key,canonical_match_key,official_tournament_id,canonical_tourney_id,canonical_tourney_name,canonical_round,canonical_winner_id,canonical_winner_name,canonical_loser_id,canonical_loser_name,match_method,review_flag,data_quality_flag
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-06,atp_250,True,hard,R32,32,3,Bublik A.,Mannarino A.,55,43,919,1111,2,0,6,3,6,4,,,,,,,completed,2.0,1.72,2.21,1.74,2.25,1.8,2.11,1.72,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-06_R32_bublik_a_mannarino_a,2020-0451_282,451,2020-0451,Doha,R32,122330,Alexander Bublik,105173,Adrian Mannarino,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-06,atp_250,True,hard,R32,32,3,Moutet C.,Sandgren T.,81,68,638,803,2,0,7,6,6,4,,,,,,,completed,1.57,2.25,1.6,2.47,1.65,2.47,1.59,2.34,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-06_R32_moutet_c_sandgren_t,2020-0451_280,451,2020-0451,Doha,R32,144895,Corentin Moutet,105815,Tennys Sandgren,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-06,atp_250,True,hard,R32,32,3,Verdasco F.,Andujar P.,49,64,1025,867,2,0,6,4,6,3,,,,,,,completed,1.25,3.75,1.31,3.74,1.33,3.85,1.29,3.53,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-06_R32_verdasco_f_andujar_p,2020-0451_279,451,2020-0451,Doha,R32,104269,Fernando Verdasco,104665,Pablo Andujar,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-06,atp_250,True,hard,R32,32,3,Bedene A.,Ymer M.,58,76,905,681,2,1,3,6,6,4,6,3,,,,,completed,1.83,1.83,1.97,1.92,2.0,2.07,1.87,1.92,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-06_R32_bedene_a_ymer_m,2020-0451_283,451,2020-0451,Doha,R32,105379,Aljaz Bedene,144707,Mikael Ymer,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-06,atp_250,True,hard,R32,32,3,Chardy J.,Barrere G.,54,83,920,636,2,1,6,3,3,6,6,3,,,,,completed,1.5,2.5,1.54,2.62,1.57,2.65,1.53,2.47,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-06_R32_chardy_j_barrere_g,2020-0451_284,451,2020-0451,Doha,R32,104871,Jeremy Chardy,106296,Gregoire Barrere,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-06,atp_250,True,hard,R32,32,3,Kecmanovic M.,Thompson J.,62,63,881,878,2,0,6,4,6,2,,,,,,,completed,1.66,2.1,1.74,2.21,1.8,2.3,1.72,2.11,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-06_R32_kecmanovic_m_thompson_j,2020-0451_275,451,2020-0451,Doha,R32,200175,Miomir Kecmanovic,111442,Jordan Thompson,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-06,atp_250,True,hard,R32,32,3,Krajinovic F.,Edmund K.,40,69,1148,800,2,1,4,6,6,3,6,3,,,,,completed,1.83,1.83,1.9,1.99,2.23,2.1,1.88,1.92,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-06_R32_krajinovic_f_edmund_k,2020-0451_278,451,2020-0451,Doha,R32,105936,Filip Krajinovic,106378,Kyle Edmund,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-07,atp_250,True,hard,R32,32,3,Djere L.,Sonego L.,39,51,1151,990,2,1,6,1,3,6,6,2,,,,,completed,3.0,1.36,3.18,1.4,3.2,1.43,3.03,1.37,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-07_R32_djere_l_sonego_l,2020-0451_273,451,2020-0451,Doha,R32,111513,Laslo Djere,132283,Lorenzo Sonego,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-07,atp_250,True,hard,R32,32,3,Fucsovics M.,Tiafoe F.,70,47,790,1050,2,1,6,4,4,6,6,4,,,,,completed,2.0,1.72,2.03,1.86,2.1,1.87,2.01,1.78,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-07_R32_fucsovics_m_tiafoe_f,2020-0451_277,451,2020-0451,Doha,R32,105916,Marton Fucsovics,126207,Frances Tiafoe,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-07,atp_250,True,hard,R32,32,3,Ilkel C.,Berankis R.,279,67,144,804,2,1,6,2,4,6,6,2,,,,,completed,3.5,1.28,3.34,1.37,4.2,1.4,3.72,1.27,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-07_R32_ilkel_c_berankis_r,2020-0451_276,451,2020-0451,Doha,R32,117356,Cem Ilkel,105575,Ricardas Berankis,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-07,atp_250,True,hard,R32,32,3,Kukushkin M.,Jaziri M.,66,229,816,206,2,0,6,0,6,3,,,,,,,completed,1.28,3.5,1.31,3.74,1.33,4.0,1.29,3.54,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-07_R32_kukushkin_m_jaziri_m,2020-0451_271,451,2020-0451,Doha,R32,105062,Mikhail Kukushkin,104291,Malek Jaziri,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-07,atp_250,True,hard,R32,32,3,Herbert P.H.,Cecchinato M.,65,75,840,690,2,0,6,3,6,4,,,,,,,completed,1.53,2.37,1.57,2.55,1.62,2.7,1.54,2.44,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-07_R32_herbert_p_h_cecchinato_m,2020-0451_272,451,2020-0451,Doha,R32,105732,Pierre Hugues Herbert,106065,Marco Cecchinato,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-07,atp_250,True,hard,R16,16,3,Bedene A.,Bublik A.,58,55,905,919,2,0,6,3,7,5,,,,,,,completed,1.66,2.1,1.83,2.09,1.83,2.2,1.75,2.06,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-07_R16_bedene_a_bublik_a,2020-0451_292,451,2020-0451,Doha,R16,105379,Aljaz Bedene,122330,Alexander Bublik,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-07,atp_250,True,hard,R16,16,3,Wawrinka S.,Chardy J.,15,54,1955,920,2,0,6,3,6,4,,,,,,,completed,1.3,3.4,1.43,3.08,1.45,3.46,1.36,3.08,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-07_R16_wawrinka_s_chardy_j,2020-0451_293,451,2020-0451,Doha,R16,104527,Stan Wawrinka,104871,Jeremy Chardy,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-08,atp_250,True,hard,R16,16,3,Rublev A.,Kukushkin M.,23,66,1584,816,2,0,6,4,6,2,,,,,,,completed,1.3,3.4,1.29,4.01,1.33,4.07,1.28,3.69,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-08_R16_rublev_a_kukushkin_m,2020-0451_286,451,2020-0451,Doha,R16,126094,Andrey Rublev,105062,Mikhail Kukushkin,tournament_rank_unique,False,
tennis_data_uk,atp,2020,1,Qatar Exxon Mobil Open,Doha,2020-01-08,atp_250,True,hard,R16,16,3,Fucsovics M.,Ilkel C.,70,279,790,144,2,0,6,1,6,4,,,,,,,completed,1.16,5.0,1.26,4.34,1.26,5.35,1.18,4.82,2020_1_doha_qatar_exxon_mobil_open,2020_1_doha_qatar_exxon_mobil_open_2020-01-08_R16_fucsovics_m_ilkel_c,2020-0451_289,451,2020-0451,Doha,R16,105916,Marton Fucsovics,117356,Cem Ilkel,tournament_rank_unique,False,
